,compressor,COP,QL,QH,m,w,UA_externo,UA_interno
0,Ideal,10.592592592592593,4395.0,4809.91258741259,0.028840815456294373,414.91258741258736,961.982517482518,879.0
1,NJ7240F_19462BTU,2.7107396332840707,4395.0,9514.266645770816,0.04341682895084868,1621.3287126640937,1902.8533291541632,879.0
2,NJ9238E_15467BTU,3.2483004763932524,4395.0,7083.4173226186995,0.033836241893664624,1353.0152250200647,1416.68346452374,879.0
